0  0
1  1
2  2
3  9
4  85
5  1605
6  59896
7  4392639
8  629739138
9  175745776816
10  95207239875508
11  99934927799315359
12  202993550188918062298
13  797200289814680588454420
14  6048794511036987586252009778
15  88623124229469033988344357343229
16  2506168305598107863294101582119745559
17  136742066892485673488096591777101574684341
18  14391095306419863125025082539141317797920679808
19  2920637571762330449794165953013715565926946586966972
20  1142780121652579092442989213824129363529214905674607409456
21  861928813419640412952428304528142087056944927600343349249100770
22  1252960133060510490994725871202276919994651077934833437111933731780232
23  3509963453723621942826513300378279853247659026894598196945505524358307547596
24  18945984524072416973165104755335799616808372006565339168062614482119446796495592941
25  197032077332349626704638536077733550874900563736415557346148448949082140805149991012506724
26  3947507851539205775146388396017001015202508590957965919271768932077125446293950595857281240459716
27  1.523494610703346143075413287664393790514e+104
28  1.132556837663233290855359033994794263138e+112
29  1.621633847202736435963237662834187400396e+120
30  4.471926370195295239717029453695368163853e+128
31  2.374998306276138740731302551732224589065e+137
32  2.429062358846700998553568992706486109155e+146
33  4.784124403210254254196230414786324544385e+155
34  1.814421063559796848042551800819447018565e+165
35  1.325044083517902806909735054262974441108e+175
36  1.863225029696016243538816966691077360768e+185
37  5.044641028541516488917861319528859348879e+195
38  2.629743935111945914914002065205422921614e+206
39  2.639393040113079644600890660185421104530e+217
40  5.100257199734089814753006679384058542408e+228
41  1.897440771075576633756685388772997475357e+240
42  1.359013973615171900726670001188791654209e+252
43  1.873920527305896810546490591860949827129e+264
44  4.974420861687260882220353414466460016987e+276
45  2.542090771755745490618740091294476434151e+289
46  2.500865115980468319543366474473723447765e+302
47  4.736244384820015746815918073128076108366e+315
48  1.726699939617749423525757797113739893629e+329
49  1.211806412980333088583063317330948606519e+343
50  1.637111315779494430777151662441191055205e+357
51  4.257425444846224732846403709912680714611e+371
52  2.131254579572945623762373532945557604891e+386
53  2.053708770063681095267816112701090505398e+401
54  3.809374612521272233993641939589483600582e+416
55  1.360116377444631705662238157481612269705e+432
56  9.347650888339056751828711673488631938541e+447
57  1.236600957644282290290263174546548823186e+464
58  3.148866001673244616283405707740935440972e+480
59  1.543381456248900340494269882542932393119e+497
60  1.456075897986746934146130840197558611913e+514
61  2.644135263612458254703673898032462093501e+531
62  9.242078588093916967578196072567993499409e+548
63  6.217839658802260023167345015187450916977e+566
64  8.051761576842605885534512164765099087371e+584
65  2.006880828505554033332789273995054941424e+603
66  9.627852244288982661299518908007233072069e+621
67  8.890217087913574908250510855232245449507e+640
68  1.580041460513873171268270909643983988255e+660
69  5.405002581460031008569106790482449892730e+679
70  3.558712058628180609154189133921211921054e+699
71  4.509803400731844022333708537761124712452e+719
72  1.099989521137293895293102007509731369755e+740
73  5.163974606720283432610811017887038126232e+760
74  4.665978718720751340907549012082502699310e+781
75  8.114524447383826901479249875782372299859e+802
76  2.716086939514147427296726010073910874199e+824
