0  1
1  2
2  14
3  264
4  21512
5  5663596
6  6478476233
7  23432328776346
8  365121393771314359
9  18039965927005597824652
10  3847346539490622663060402802
11  2604549807872636495439504536518768
12  7613280873970130888072912524910312775000
13  70659728324509466176595292882340210105184200002
14  2831956810062815172946024396329723966506233510418891138
15  360424703055912928274223706157781269084968015495478379832577374
16  198097258016637755765939369950089310341388296845374445597477414443215248
17  345765524783138086318892247783650000160221384394056330912454668222835230637412672
18  2606338884649187506543399082354962241036644807771353337217794306196421868029243067294778048
19  62392663751835087636515340004811611674555874089327041316405089409127243514061643853154930821350090724
20  6450407172867437933486941949195444800686042090585344770339862190617805415359568631117548255651795966774975729408
21  2117885679287759638663389972562580414723520464095542413611859724509315283169986698668888918984500033887174419453417031840108
22  3003111631506205594200550519402977342109069309804916734448892038737633365710727044910318753595074453487711557977426845717574589858142229
23  13524071180124614895872809797043935746289243109268223573969721018213938124696255997302291968299972324147755286357424784253377182127831016598030435648
24  263025838000002506267728179467786825301378641433800017689615980657976366151408147401274046080321228727574309853794611789046332691442399607521892487626528327350411
25  1.624650090835322826837537613610823214205e+175
26  4.333881483095172135423981812054500255375e+189
27  3.671698939881400869762717328936026441917e+204
28  1.343424530836707570376121176738699603701e+220
29  1.561111866339649115647241514861871441559e+236
30  7.834498114958035718208152110166411629808e+252
31  1.248717165953215156821596355569956541634e+270
32  8.595547304772518753096700788996451416558e+287
33  1.879141876253676709630501160151931744700e+306
34  1.774198490399709520315785341268202839210e+325
35  5.320129912069347292250362845533332438265e+344
36  6.889672581787504267299346142024720401109e+364
37  2.833695375319559677189709828898648944132e+385
38  5.033427515028127182983917976299023466890e+406
39  2.839571664521068900126510743892880421389e+428
40  6.918283887444349815405388618490132089765e+450
41  5.353304192254766531324761889760699924545e+473
42  1.788968291003313308263481667878307391608e+497
43  1.898721232234134355732196206042517316634e+521
44  8.703145444507353060392815753382401056381e+545
45  1.266981962801982814057310236805016919957e+571
46  7.965621776656415368409103953851665299495e+596
47  1.590558383850922823252411389042854902610e+623
48  1.371619853097604230212865428849470614516e+650
49  3.756624545342810417831527307975498587264e+677
50  4.443423282274237688725914510579607661472e+705
51  1.669227810631291339178755848193597008506e+734
52  2.708141196998158748938227875094942488647e+763
53  1.395413260781491851626047817482516741223e+793
54  3.105225316126940414602766153253744637916e+823
