0   1
1   12
2   322
3   14248
4   1530196 
5   436619868
6   343715004510
7   766012555199052
8   4914763477312679808
9   91781780911712980966236
10   5028368533802124263609489682
11   813124448051069045700905179168520
12   389951935424725220050793816994548156972
13   556688146559188772657829675974686955261012260
14   2372758431296813754270682928350384434184731056984058
15   30268116266506218965520430756439292861548616445603740569116
16   1157901525792517272048285094789582577040591026712499026254697241160
17   133055180458020027109908469262331157492243786249689003543506387240743574648
18  4.599082462168733357770670517895290353950e+82
19   4.787444735465446541118193916195821352795e+91
20   1.502344542130958385779987955512736137038e+101
21   1.422486521790516418572011352122294754602e+111
22   4.066956104812716452690576247888526246790e+121
23   3.513354347231908046171038094563143791710e+132
24   9.176123706098699906488924492174438943522e+143
25   7.249461481735557442541247664967199805824e+155
26   1.733248346210176629051719013852420403142e+168
27   1.254591720437060938069650285968046688043e+181
28   2.750364377423036423723817745843332088364e+194
29   1.826703010696054588130965912464180668109e+208
30   3.676760948075648571890631207509538191957e+222
31   2.243366976782308538931594331539528235284e+237
