0  1
1  2
2  14
3  316
4  25092
5  7374480
6  8029311942
7  32223151155864
8  476605408516689238
9  26016526700583361056456
10  5246595079903462547245876694
11  3911053741699230141571030313824664
12  10780907768757190963361134040036893772360
13  109919900687141309301630828947780890728732496678
14  4146148169372563020871034877194447551275644544417216784
15  578668580332775727107695799371628560927178835729875790606922120
16  298872860145313265329322304090348192097227121631333193254451061450023212
17  571292892753639610811496925540653319819009464854621261888736201676638277892860364
18  4041877636548925601268934261053439777968614414770138847482643177563162891499826990868686710
19  105849680445660298017662516167192274494877530131095615720184731073055676134641221548956561836515847160
20  10261319175888813072109344281334022257660847729142398797395911985785352481803270582806576593011349057648597629702
21  3682522861496742274013714098245794929775776187625314598131060860173699707921073898860823021154156312609385314847082364604336
22  4892542075116215747349775890169094456449789602921450060431267745393588411359934920766964621175270271453676206611892541512628195569791000
23  24065022635991318624332037902196644133241139050298562673155834537019737576953755257676129977770681689706285684286956275152985138134931365323467344612
24  438242218832195088801894111132005025739819100831104898458347287148981323073167259406443353675374485580614409526121217079214285336977046690201810752933696772629332
25  29548150764354051108986653372266838516881491330935777859166128849296753863671730114976395779815333178178360613565695537261400270819437732521145740229031786418466822328155210774
26  7376409612724881246275082273655527171437045694901336339786650436361148933382241819470915896534342159863922343241461009706359183544468912989538551447112728993641722959010706705865911047130282
27  6.818166819520590379091786812217431295512e+204
28  2.333491991059390363718868874423051302275e+220
29  2.957116457206239706689493060146667269970e+236
30  1.387587975957760498553927743550569252002e+253
31  2.410951737789600721137206085075619310682e+270
32  1.551164024652660858659294740107188576084e+288
33  3.695498032152369057141831461919557085185e+306
34  3.260158065915064527983481051513943748337e+325
35  1.065022457543340105354310579564506582706e+345
36  1.288359173973284228914766005856465253051e+365
37  5.771338809636276939800739994860612548396e+385
38  9.573719296805405532524704594936599089557e+406
39  5.881013058246414902260653243807747428505e+428
40  1.337807252335136925104047284990997327858e+451
41  1.126956917286416972529565824126721009818e+474
42  3.515569487793293786550261036498638744114e+497
43  4.061259539035829953656451569266812073517e+521
44  1.737418419958584731170640223477991515982e+546
45  2.752507560014956147346528041200343508261e+571
46  1.614859426605444667553414778775044505364e+597
47  3.508525212651120088081479574556347817262e+623
48  2.822926874294088000808704847329373306067e+650
49  8.411262422785675657249226010716766412262e+677
50  9.281337386806028779230690332578976196741e+705
51  3.792704250967867166963367848294589815771e+734
52  5.739546557672033941614685365420048076319e+763
53  3.216602942315295036242703346071343011109e+793
54  6.675896752896856885351168416857613441468e+823
55  5.131153608941541486780092007377234808727e+854
56  1.460543772596802723854320944568413763227e+886
57  1.539604449804597694957945603556736114127e+918
58  6.010347342713588581903282580145562875138e+950
59  8.689336038548114912464415836422690702612e+983
60  4.652334741602969634115480389177546169286e+1017
61  9.224723514536382083384234571418186906072e+1051
62  6.773832647624490811063950172253100014586e+1086
63  1.842107209933910687373573342563738128071e+1122
64  1.855219393907785404163492456575864354424e+1158
65  6.919523014995199825910995509347106887710e+1194
66  9.557803434813920360047756175129408875296e+1231
67  4.889242837207525247863877193198193867603e+1269
68  9.262478134181095982224293618369778088347e+1307
69  6.498533102627704020369910935427072219943e+1346
70  1.688521062553254600369849906249708557892e+1386
71  1.624804348143033999935963778309924441543e+1426
72  5.790279449401719589457926993678235719508e+1466
73  7.641915605972695273077345282051721453125e+1507
74  3.735163319817106199266763043082999659351e+1549
75  6.761171764068958809220147324378435946351e+1591
76  4.532519801155471362896516755918989942825e+1634
