0  0
1  1
2  1
3  4
4  36
5  666
6  24696
7  1808820
8  259300148
9  72369408510
10  39205936157880
11  41152969216872016
12  83592236529606631688
13  328284931491454739745904
14  2490876950205850778116435156
15  36494758452603010620499864088198
16  1032033208911845667821292289616451218
17  56310006747344597198073248186075772148180
18  5926213428826485611611313527823854932071080074
19  1202710510511720770819662867223620040669484274841448
20  470593707331440145848250079430318880733169905225241510182
21  354939911811827613400027738254513445185773676790950877558157556
22  515965532286678291640886325718842923532551840839177342378988626653078
23  1445393283922054883637378235832608861381031003585207142018132021675532043232
24  7801904249270681046277482881424254681239226301915609070185058428520166740304455480
25  81137266805100512823257637730776600977600011085064069900554442194897045916216667639237206
26  1625572861413431635691529107338978659074358348381654539274841326821635464880471185029440059346822
27  6.273708847847333558331011911094851960667e+103
28  4.663837865180911164261604077509826119503e+111
29  6.677843520298962723518416801471814479129e+119
30  1.841526962766357613068738854149485709868e+128
31  9.780177613325584060404953395141381273532e+136
32  1.000281189259674577878455037451679762903e+146
33  1.970089252769512450442974571006860589158e+155
34  7.471735966779641377376365462041469015885e+164
35  5.456495041074087910451624850339118574225e+174
36  7.672709355015604882378820507163498673137e+184
37  2.077369281160282776008993129334210276740e+195
38  1.082921309495034057267891935342477344706e+206
39  1.086894783932611252805915872771657823326e+217
40  2.100271866843304036259710308876379034799e+228
41  7.813608828714161566490919317656440894823e+239
42  5.596382108758563564258822729881696795319e+251
43  7.716753114126652619406838069828996005307e+263
44  2.048452808875961424162642901861898176204e+276
45  1.046825977616257434187498187982825023146e+289
46  1.029849366277416485379007725664799621584e+302
47  1.950372391467523451706835116513063338668e+315
48  7.110502796887539257385067522729261322740e+328
49  4.990185431598520976752919547803538724113e+342
50  6.741579316104006319055599527426097551553e+356
51  1.753196072048229324720150439009163884469e+371
52  8.776447672824473874694796886469454490653e+385
53  8.457116150096435193095371725368739106338e+400
54  1.568689980345072441943770353810898768528e+416
55  5.600921798519140300910580080287834039668e+431
56  3.849336913998262292313974409648262204311e+447
57  5.092288711033248526996787556368646114003e+463
58  1.296694353409588210567488308221609186863e+480
59  6.355602357663357183624413258857395891448e+496
60  5.996080464064106258126651974635722851427e+513
61  1.088847622102731881154052792234485944823e+531
62  3.805862502033978467319456040679153663475e+548
63  2.560489252809960161818515232013767412985e+566
64  3.315693216675346105402459052301833019959e+584
65  8.264279951960354591351019003138815002079e+602
66  3.964722982493423751794248589984906471764e+621
