0  1
1  2
2  12
3  184
4  8512
5  1262816
6  575780564
7  789360053252
8  3266598486981642
9  41044208702632496804
10  1568758030464750013214100
11  182413291514248049241470885236
12  64528039343270018963357185158482118
13  69450664761521361664274701548907358996488
14  227449714676812739631826459327989863387613323440
15  2266745568862672746374567396713098934866324885408319028
16  68745445609149931587631563132489232824587945968099457285419306
17  6344814611237963971310297540795524400449443986866480693646369387855336
18  1782112840842065129893384946652325275167838065704767655931452474605826692782532
19  1523344971704879993080742810319229690899454255323294555776029866737355060592877569255844
20  3962892199823037560207299517133362502106339705739463771515237113377010682364035706704472064940398
21  31374751050137102720420538137382214513103312193698723653061351991346433379389385793965576992246021316463868
22  755970286667345339661519123315222619353103732072409481167391410479517925792743631234987038883317634987271171404439792
23  55435429355237477009914318489061437930690379970964331332556958646484008407334885544566386924020875711242060085408513482933945720
24  12371712231207064758338744862673570832373041989012943539678727080484951695515930485641394550792153037191858028212512280926600304581386791094
25  8402974857881133471007083745436809127296054293775383549824742623937028497898215256929178577083970960121625602506027316549718402106494049978375604247408
26  17369931586279272931175440421236498900372229588288140604663703720910342413276134762789218193498006107082296223143380491348290026721931129627708738890853908108906396
27  1.092762277820988255238897693624593273299e+176
28  2.092263800732296637339584460940199207179e+189
29  1.219188494943327773136239385657818116903e+203
30  2.162167627691293760665426155350775028513e+217
31  1.167003905184619653378731561256980927898e+232
32  1.916990667670442255801047617746147903032e+247
33  9.583688332141159129759056552823132225041e+262
34  1.458178102419213554003374021702217439865e+279
35  6.752333021793147034314988105916341545568e+295
36  9.516180772478135635389490590804240161143e+312
37  4.081663288146408412423849764027291063944e+330
38  5.328162506991801337436456805173755617683e+348
39  2.116818597440340726855200831821163701529e+367
40  2.559504109272639104369198989850180317536e+386
41  9.418767710224918432123841878087214586080e+405
42  1.054869066038373202559187284758968442476e+426
43  3.595581533556538000636173781717640795635e+446
44  3.729975451051537109220327069642553666505e+467
45  1.177630435162076031609822304850879989403e+489
46  1.131562339582151957192359485190854061338e+511
