0  1
1  8
2  95
3  2320
4  154259
5  30549774
6  17777600753
7  30283708455564
8  152480475641255213
9  2287842813828061810244
10  102744826737618542833764649
11  13848270995235582268846758977770
12  5613766870113075134552249300590982081
13  6856324633418315229580098999727214234534626
14  25264653780547704599613926971040640439380254497299
15  281194924965510769640501069703642937039678809002355743600
16  9461739046646537749639494171503923182753987897972167546351180871
17  963236702020101408274810653629921860636656580683490560257709270360444788
18  296872411379358777499142156584947972393781613934413706389772635139720532797697401
19  277150300263332125727926989254635730407844207233646123561354535935393720183262709640734296
20  784096265647396811778105941874438158236581845146768685766318151014460448963606598066808194055196391
21  6725180841063080568765785521839331530600623203136984200976765831832263641839818443238635675098039099764477094
22  174931600296771588816418921915331826961754552793606147578780164414287627531728146738237058492693139833462228085357900931
23  13803603811254425104633152972993523761617439474917134222103400574517678544806707098426335287312812055811653812588064999045835964788
24  3305148095303296700320144368689162420653300006202515254218029114864900324594717492699469036772928641130210225812040363529280982602180021971501
25  2401952907672357993462515287034263569296810854353779576930606173996736217445824082165189903808422564905380792093559726262352646493540668423785540986958618
26  5299107129769378506953456534389910056797761651575284727185718491325361350700020349029824701741232397885203596081145956599662000200438618578333326328843424545244470913
27  3.549648455737550001819560689543599417706e+178
28  7.220775437864579980246007476340516382366e+191
29  4.461309583571228822348826666772059438759e+205
30  8.372955778763147809404242686735208752817e+219
31  4.774034343826348425400765904759348057483e+234
32  8.270469353630320949533541832635857585822e+249
33  4.353674698040199515899425858522442538450e+265
34  6.964702445081535492356290979502465313796e+281
35  3.386149793625278898141419408756303734320e+298
36  5.003801153709881944275870136334821533116e+315
37  2.247578209715262658984661920893853471924e+333
38  3.068871570806540931534341803078315908337e+351
39  1.273848698562043741780503391787418395255e+370
40  1.607520005147496731468761292780519789319e+389
41  6.167608009293913108107330770744760426302e+408
42  7.194818326124329779304815999880438154263e+428
43  2.552025526493102988944168962596208209318e+449
44  2.752519611856504083551203674073714180992e+470
45  9.027614098543185259538800814727749832617e+491
46  9.003855943872691497539191054688985815331e+513
47  2.730938528965329546439082529568625739515e+536
48  2.519051602168695154054649205072303460483e+559
49  7.066706429699999238782353888854033399704e+582
50  6.029262436236241312748758278015876461888e+606
51  1.564552256894597956421053570378374642090e+631
52  1.234825649251812967924716682709528859144e+656
53  2.964293608723902840314106770341118077474e+681
54  2.164445020948026328216418737330061500949e+707
55  4.807185686192903317436849809432327711127e+733
56  3.247603337294017755217000029662752086217e+760
